_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 2, epoch 35, representative training free energy 8449.77718042
Pre-training layer 2, epoch 35, validation free energy 8350.15807446
Pre-training layer 2, epoch 36, cost -64.6939153163
Pre-training layer 2, epoch 37, cost -64.5966443507
Pre-training layer 2, epoch 38, cost -64.560705986
Pre-training layer 2, epoch 39, cost -64.4381125005
Pre-training layer 2, epoch 40, cost -64.3911262767
Pre-training layer 2, epoch 40, representative training free energy 8776.12853711
Pre-training layer 2, epoch 40, validation free energy 8673.43019971
Pre-training layer 2, epoch 41, cost -64.344027799
Pre-training layer 2, epoch 42, cost -64.0933468374
Pre-training layer 2, epoch 43, cost -64.0412267939
Pre-training layer 2, epoch 44, cost -64.130674324
Pre-training layer 2, epoch 45, cost -64.0158234533
Pre-training layer 2, epoch 45, representative training free energy 9086.87532275
Pre-training layer 2, epoch 45, validation free energy 8980.48741431
Pre-training layer 2, epoch 46, cost -63.9320624415
Pre-training layer 2, epoch 47, cost -63.8700917435
Pre-training layer 2, epoch 48, cost -63.7316187159
Pre-training layer 2, epoch 49, cost -63.7484914653
Pre-training layer 2, epoch 50, cost -63.5337102763
Pre-training layer 2, epoch 50, representative training free energy 9345.95714233
Pre-training layer 2, epoch 50, validation free energy 9236.06595435
Pre-training layer 2, epoch 51, cost -63.5466441091
Pre-training layer 2, epoch 52, cost -63.47132562
Pre-training layer 2, epoch 53, cost -63.3060652415
Pre-training layer 2, epoch 54, cost -63.3878645579
Pre-training layer 2, epoch 55, cost -63.3093767039
Pre-training layer 2, epoch 55, representative training free energy 9647.01834009
Pre-training layer 2, epoch 55, validation free energy 9534.38657593
Pre-training layer 2, epoch 56, cost -63.3271948242
Pre-training layer 2, epoch 57, cost -63.3465139135
Pre-training layer 2, epoch 58, cost -63.2004570262
Pre-training layer 2, epoch 59, cost -63.1005963643
Pre-training layer 2, epoch 60, cost -63.0027532578
Pre-training layer 2, epoch 60, representative training free energy 9886.41057178
Pre-training layer 2, epoch 60, validation free energy 9769.67230566
Pre-training layer 2, epoch 61, cost -62.935119044
Pre-training layer 2, epoch 62, cost -63.0270723216
Pre-training layer 2, epoch 63, cost -62.9800560252
Pre-training layer 2, epoch 64, cost -62.9402083969
Pre-training layer 2, epoch 65, cost -62.8831816228
Pre-training layer 2, epoch 65, representative training free energy 10099.4438792
Pre-training layer 2, epoch 65, validation free energy 9978.64639355
Pre-training layer 2, epoch 66, cost -62.8557426453
Pre-training layer 2, epoch 67, cost -62.7875771459
Pre-training layer 2, epoch 68, cost -62.7474272029
Pre-training layer 2, epoch 69, cost -62.7542603175
Pre-training layer 2, epoch 70, cost -62.6892725881
Pre-training layer 2, epoch 70, representative training free energy 10366.8667349
Pre-training layer 2, epoch 70, validation free energy 10243.1534583
Pre-training layer 2, epoch 71, cost -62.6747058996
Pre-training layer 2, epoch 72, cost -62.6735430908
Pre-training layer 2, epoch 73, cost -62.5850971095
Pre-training layer 2, epoch 74, cost -62.5003053792
Pre-training layer 2, epoch 75, cost -62.5727521769
Pre-training layer 2, epoch 75, representative training free energy 10573.4352671
Pre-training layer 2, epoch 75, validation free energy 10446.5567063
Pre-training layer 2, epoch 76, cost -62.5141677856
Pre-training layer 2, epoch 77, cost -62.4394156774
Pre-training layer 2, epoch 78, cost -62.4766852315
Pre-training layer 2, epoch 79, cost -62.4257336426
Pre-training layer 2, epoch 80, cost -62.4154471207
Pre-training layer 2, epoch 80, representative training free energy 10773.1988091
Pre-training layer 2, epoch 80, validation free energy 10642.9236689
Pre-training layer 2, epoch 81, cost -62.2701552327
Pre-training layer 2, epoch 82, cost -62.3517156601
Pre-training layer 2, epoch 83, cost -62.2944099299
Pre-training layer 2, epoch 84, cost -62.1712705612
Pre-training layer 2, epoch 85, cost -62.1853256861
Pre-training layer 2, epoch 85, representative training free energy 10995.5575813
Pre-training layer 2, epoch 85, validation free energy 10863.5107302
Pre-training layer 2, epoch 86, cost -62.2660640589
Pre-training layer 2, epoch 87, cost -62.1472938029
Pre-training layer 2, epoch 88, cost -62.1305685806
Pre-training layer 2, epoch 89, cost -62.0381178029
Pre-training layer 2, epoch 90, cost -62.1051318359
Pre-training layer 2, epoch 90, representative training free energy 11195.2484617
Pre-training layer 2, epoch 90, validation free energy 11061.1539026
Pre-training layer 2, epoch 91, cost -62.0500291951
Pre-training layer 2, epoch 92, cost -62.0849884923
Pre-training layer 2, epoch 93, cost -62.0880456289
Pre-training layer 2, epoch 94, cost -62.0456007894
Pre-training layer 2, epoch 95, cost -61.990881424
Pre-training layer 2, epoch 95, representative training free energy 11376.1961865
Pre-training layer 2, epoch 95, validation free energy 11239.4991038
Pre-training layer 2, epoch 96, cost -61.9954082489
Pre-training layer 2, epoch 97, cost -61.9377862295
Pre-training layer 2, epoch 98, cost -61.8316362635
Pre-training layer 2, epoch 99, cost -61.9205721792
The pretraining code for file dbn_loop.pyc ran for 2.87m... getting the finetuning functions... finetuning the model
epoch 1, minibatch 300/300, validation error 11.200000 %
     epoch 1, minibatch 300/300, test error of best model 11.100000 %
epoch 2, minibatch 300/300, validation error 10.400000 %
     epoch 2, minibatch 300/300, test error of best model 10.000000 %
epoch 3, minibatch 300/300, validation error 9.400000 %
     epoch 3, minibatch 300/300, test error of best model 9.100000 %
epoch 4, minibatch 300/300, validation error 9.000000 %
     epoch 4, minibatch 300/300, test error of best model 8.800000 %
epoch 5, minibatch 300/300, validation error 8.600000 %
     epoch 5, minibatch 300/300, test error of best model 8.300000 %
epoch 6, minibatch 300/300, validation error 8.300000 %
     epoch 6, minibatch 300/300, test error of best model 8.300000 %
epoch 7, minibatch 300/300, validation error 8.200000 %
     epoch 7, minibatch 300/300, test error of best model 8.200000 %
epoch 8, minibatch 300/300, validation error 8.100000 %
     epoch 8, minibatch 300/300, test error of best model 7.900000 %
epoch 9, minibatch 300/300, validation error 8.100000 %
epoch 10, minibatch 300/300, validation error 8.000000 %
     epoch 10, minibatch 300/300, test error of best model 8.000000 %
epoch 11, minibatch 300/300, validation error 8.100000 %
epoch 12, minibatch 300/300, validation error 7.500000 %
     epoch 12, minibatch 300/300, test error of best model 7.700000 %
epoch 13, minibatch 300/300, validation error 7.600000 %
epoch 14, minibatch 300/300, validation error 7.500000 %
epoch 15, minibatch 300/300, validation error 7.400000 %
     epoch 15, minibatch 300/300, test error of best model 7.600000 %
epoch 16, minibatch 300/300, validation error 7.400000 %
epoch 17, minibatch 300/300, validation error 7.500000 %
epoch 18, minibatch 300/300, validation error 7.500000 %
epoch 19, minibatch 300/300, validation error 7.400000 %
epoch 20, minibatch 300/300, validation error 7.200000 %
     epoch 20, minibatch 300/300, test error of best model 7.700000 %
epoch 21, minibatch 300/300, validation error 7.200000 %
epoch 22, minibatch 300/300, validation error 7.200000 %
epoch 23, minibatch 300/300, validation error 7.300000 %
epoch 24, minibatch 300/300, validation error 7.400000 %
epoch 25, minibatch 300/300, validation error 7.500000 %
epoch 26, minibatch 300/300, validation error 7.500000 %
epoch 27, minibatch 300/300, validation error 7.300000 %
epoch 28, minibatch 300/300, validation error 7.300000 %
epoch 29, minibatch 300/300, validation error 7.300000 %
epoch 30, minibatch 300/300, validation error 7.500000 %
epoch 31, minibatch 300/300, validation error 7.400000 %
epoch 32, minibatch 300/300, validation error 7.400000 %
epoch 33, minibatch 300/300, validation error 7.000000 %
     epoch 33, minibatch 300/300, test error of best model 7.100000 %
epoch 34, minibatch 300/300, validation error 6.900000 %
     epoch 34, minibatch 300/300, test error of best model 7.200000 %
epoch 35, minibatch 300/300, validation error 6.700000 %
     epoch 35, minibatch 300/300, test error of best model 7.100000 %
epoch 36, minibatch 300/300, validation error 6.700000 %
epoch 37, minibatch 300/300, validation error 6.700000 %
epoch 38, minibatch 300/300, validation error 6.700000 %
epoch 39, minibatch 300/300, validation error 6.600000 %
     epoch 39, minibatch 300/300, test error of best model 7.000000 %
epoch 40, minibatch 300/300, validation error 6.600000 %
epoch 41, minibatch 300/300, validation error 6.500000 %
     epoch 41, minibatch 300/300, test error of best model 7.000000 %
epoch 42, minibatch 300/300, validation error 6.600000 %
epoch 43, minibatch 300/300, validation error 6.500000 %
epoch 44, minibatch 300/300, validation error 6.400000 %
     epoch 44, minibatch 300/300, test error of best model 6.900000 %
epoch 45, minibatch 300/300, validation error 6.300000 %
     epoch 45, minibatch 300/300, test error of best model 6.800000 %
epoch 46, minibatch 300/300, validation error 6.300000 %
epoch 47, minibatch 300/300, validation error 6.300000 %
epoch 48, minibatch 300/300, validation error 6.300000 %
epoch 49, minibatch 300/300, validation error 6.300000 %
epoch 50, minibatch 300/300, validation error 6.400000 %
epoch 51, minibatch 300/300, validation error 6.300000 %
epoch 52, minibatch 300/300, validation error 6.300000 %
epoch 53, minibatch 300/300, validation error 6.300000 %
epoch 54, minibatch 300/300, validation error 6.300000 %
epoch 55, minibatch 300/300, validation error 6.300000 %
epoch 56, minibatch 300/300, validation error 6.300000 %
epoch 57, minibatch 300/300, validation error 6.300000 %
epoch 58, minibatch 300/300, validation error 6.300000 %
epoch 59, minibatch 300/300, validation error 6.300000 %
epoch 60, minibatch 300/300, validation error 6.200000 %
     epoch 60, minibatch 300/300, test error of best model 7.200000 %
epoch 61, minibatch 300/300, validation error 6.200000 %
epoch 62, minibatch 300/300, validation error 6.200000 %
epoch 63, minibatch 300/300, validation error 6.200000 %
epoch 64, minibatch 300/300, validation error 6.200000 %
epoch 65, minibatch 300/300, validation error 6.200000 %
epoch 66, minibatch 300/300, validation error 6.200000 %
epoch 67, minibatch 300/300, validation error 6.200000 %
epoch 68, minibatch 300/300, validation error 6.100000 %
     epoch 68, minibatch 300/300, test error of best model 7.100000 %
epoch 69, minibatch 300/300, validation error 6.100000 %
epoch 70, minibatch 300/300, validation error 6.100000 %
epoch 71, minibatch 300/300, validation error 6.100000 %
epoch 72, minibatch 300/300, validation error 6.100000 %
epoch 73, minibatch 300/300, validation error 6.100000 %
epoch 74, minibatch 300/300, validation error 6.000000 %
     epoch 74, minibatch 300/300, test error of best model 7.100000 %
epoch 75, minibatch 300/300, validation error 6.000000 %
epoch 76, minibatch 300/300, validation error 6.000000 %
epoch 77, minibatch 300/300, validation error 6.000000 %
epoch 78, minibatch 300/300, validation error 6.000000 %
epoch 79, minibatch 300/300, validation error 6.000000 %
epoch 80, minibatch 300/300, validation error 6.000000 %
epoch 81, minibatch 300/300, validation error 6.000000 %
epoch 82, minibatch 300/300, validation error 6.000000 %
epoch 83, minibatch 300/300, validation error 6.000000 %
epoch 84, minibatch 300/300, validation error 6.000000 %
epoch 85, minibatch 300/300, validation error 6.000000 %
epoch 86, minibatch 300/300, validation error 6.000000 %
epoch 87, minibatch 300/300, validation error 6.000000 %
epoch 88, minibatch 300/300, validation error 6.000000 %
epoch 89, minibatch 300/300, validation error 6.000000 %
epoch 90, minibatch 300/300, validation error 6.000000 %
epoch 91, minibatch 300/300, validation error 6.000000 %
epoch 92, minibatch 300/300, validation error 6.000000 %
epoch 93, minibatch 300/300, validation error 6.000000 %
epoch 94, minibatch 300/300, validation error 6.000000 %
epoch 95, minibatch 300/300, validation error 6.000000 %
epoch 96, minibatch 300/300, validation error 6.000000 %
epoch 97, minibatch 300/300, validation error 6.000000 %
epoch 98, minibatch 300/300, validation error 6.000000 %
epoch 99, minibatch 300/300, validation error 6.000000 %
epoch 100, minibatch 300/300, validation error 6.000000 %
epoch 101, minibatch 300/300, validation error 6.000000 %
epoch 102, minibatch 300/300, validation error 6.000000 %
epoch 103, minibatch 300/300, validation error 5.900000 %
     epoch 103, minibatch 300/300, test error of best model 7.100000 %
epoch 104, minibatch 300/300, validation error 5.900000 %
epoch 105, minibatch 300/300, validation error 5.800000 %
     epoch 105, minibatch 300/300, test error of best model 7.100000 %
epoch 106, minibatch 300/300, validation error 5.800000 %
epoch 107, minibatch 300/300, validation error 5.800000 %
epoch 108, minibatch 300/300, validation error 5.800000 %
epoch 109, minibatch 300/300, validation error 5.800000 %
epoch 110, minibatch 300/300, validation error 5.800000 %
epoch 111, minibatch 300/300, validation error 5.800000 %
epoch 112, minibatch 300/300, validation error 5.800000 %
epoch 113, minibatch 300/300, validation error 5.800000 %
epoch 114, minibatch 300/300, validation error 5.800000 %
epoch 115, minibatch 300/300, validation error 5.800000 %
epoch 116, minibatch 300/300, validation error 5.800000 %
epoch 117, minibatch 300/300, validation error 5.800000 %
epoch 118, minibatch 300/300, validation error 5.800000 %
epoch 119, minibatch 300/300, validation error 5.800000 %
epoch 120, minibatch 300/300, validation error 5.800000 %
epoch 121, minibatch 300/300, validation error 5.800000 %
epoch 122, minibatch 300/300, validation error 5.800000 %
epoch 123, minibatch 300/300, validation error 5.800000 %
epoch 124, minibatch 300/300, validation error 5.800000 %
epoch 125, minibatch 300/300, validation error 5.800000 %
epoch 126, minibatch 300/300, validation error 5.800000 %
epoch 127, minibatch 300/300, validation error 5.800000 %
epoch 128, minibatch 300/300, validation error 5.800000 %
epoch 129, minibatch 300/300, validation error 5.800000 %
epoch 130, minibatch 300/300, validation error 5.800000 %
epoch 131, minibatch 300/300, validation error 5.800000 %
epoch 132, minibatch 300/300, validation error 5.800000 %
epoch 133, minibatch 300/300, validation error 5.800000 %
epoch 134, minibatch 300/300, validation error 5.800000 %
epoch 135, minibatch 300/300, validation error 5.800000 %
epoch 136, minibatch 300/300, validation error 5.800000 %
epoch 137, minibatch 300/300, validation error 5.800000 %
epoch 138, minibatch 300/300, validation error 5.800000 %
epoch 139, minibatch 300/300, validation error 5.800000 %
epoch 140, minibatch 300/300, validation error 5.800000 %
epoch 141, minibatch 300/300, validation error 5.800000 %
epoch 142, minibatch 300/300, validation error 5.800000 %
epoch 143, minibatch 300/300, validation error 5.800000 %
epoch 144, minibatch 300/300, validation error 5.800000 %
epoch 145, minibatch 300/300, validation error 5.800000 %
epoch 146, minibatch 300/300, validation error 5.800000 %
epoch 147, minibatch 300/300, validation error 5.800000 %
epoch 148, minibatch 300/300, validation error 5.800000 %
epoch 149, minibatch 300/300, validation error 5.800000 %
epoch 150, minibatch 300/300, validation error 5.800000 %
epoch 151, minibatch 300/300, validation error 5.800000 %
epoch 152, minibatch 300/300, validation error 5.800000 %
epoch 153, minibatch 300/300, validation error 5.800000 %
epoch 154, minibatch 300/300, validation error 5.800000 %
epoch 155, minibatch 300/300, validation error 5.800000 %
epoch 156, minibatch 300/300, validation error 5.800000 %
epoch 157, minibatch 300/300, validation error 5.800000 %
epoch 158, minibatch 300/300, validation error 5.800000 %
epoch 159, minibatch 300/300, validation error 5.800000 %
epoch 160, minibatch 300/300, validation error 5.800000 %
epoch 161, minibatch 300/300, validation error 5.800000 %
epoch 162, minibatch 300/300, validation error 5.800000 %
epoch 163, minibatch 300/300, validation error 5.800000 %
epoch 164, minibatch 300/300, validation error 5.800000 %
epoch 165, minibatch 300/300, validation error 5.800000 %
epoch 166, minibatch 300/300, validation error 5.800000 %
epoch 167, minibatch 300/300, validation error 5.800000 %
epoch 168, minibatch 300/300, validation error 5.800000 %
epoch 169, minibatch 300/300, validation error 5.700000 %
     epoch 169, minibatch 300/300, test error of best model 7.100000 %
epoch 170, minibatch 300/300, validation error 5.700000 %
epoch 171, minibatch 300/300, validation error 5.700000 %
epoch 172, minibatch 300/300, validation error 5.700000 %
epoch 173, minibatch 300/300, validation error 5.800000 %
epoch 174, minibatch 300/300, validation error 5.800000 %
epoch 175, minibatch 300/300, validation error 5.800000 %
epoch 176, minibatch 300/300, validation error 5.800000 %
epoch 177, minibatch 300/300, validation error 5.800000 %
epoch 178, minibatch 300/300, validation error 5.800000 %
epoch 179, minibatch 300/300, validation error 5.800000 %
epoch 180, minibatch 300/300, validation error 5.800000 %
epoch 181, minibatch 300/300, validation error 5.800000 %
epoch 182, minibatch 300/300, validation error 5.800000 %
epoch 183, minibatch 300/300, validation error 5.800000 %
epoch 184, minibatch 300/300, validation error 5.800000 %
epoch 185, minibatch 300/300, validation error 5.800000 %
epoch 186, minibatch 300/300, validation error 5.800000 %
epoch 187, minibatch 300/300, validation error 5.800000 %
epoch 188, minibatch 300/300, validation error 5.800000 %
epoch 189, minibatch 300/300, validation error 5.800000 %
epoch 190, minibatch 300/300, validation error 5.800000 %
epoch 191, minibatch 300/300, validation error 5.800000 %
epoch 192, minibatch 300/300, validation error 5.800000 %
epoch 193, minibatch 300/300, validation error 5.800000 %
epoch 194, minibatch 300/300, validation error 5.800000 %
epoch 195, minibatch 300/300, validation error 5.800000 %
epoch 196, minibatch 300/300, validation error 5.800000 %
epoch 197, minibatch 300/300, validation error 5.800000 %
epoch 198, minibatch 300/300, validation error 5.800000 %
epoch 199, minibatch 300/300, validation error 5.700000 %
epoch 200, minibatch 300/300, validation error 5.700000 %
epoch 201, minibatch 300/300, validation error 5.700000 %
epoch 202, minibatch 300/300, validation error 5.700000 %
epoch 203, minibatch 300/300, validation error 5.700000 %
epoch 204, minibatch 300/300, validation error 5.700000 %
epoch 205, minibatch 300/300, validation error 5.700000 %
epoch 206, minibatch 300/300, validation error 5.700000 %
epoch 207, minibatch 300/300, validation error 5.700000 %
epoch 208, minibatch 300/300, validation error 5.700000 %
epoch 209, minibatch 300/300, validation error 5.700000 %
epoch 210, minibatch 300/300, validation error 5.700000 %
epoch 211, minibatch 300/300, validation error 5.700000 %
epoch 212, minibatch 300/300, validation error 5.700000 %
epoch 213, minibatch 300/300, validation error 5.700000 %
epoch 214, minibatch 300/300, validation error 5.700000 %
epoch 215, minibatch 300/300, validation error 5.700000 %
epoch 216, minibatch 300/300, validation error 5.700000 %
epoch 217, minibatch 300/300, validation error 5.700000 %
epoch 218, minibatch 300/300, validation error 5.700000 %
epoch 219, minibatch 300/300, validation error 5.700000 %
epoch 220, minibatch 300/300, validation error 5.700000 %
epoch 221, minibatch 300/300, validation error 5.700000 %
epoch 222, minibatch 300/300, validation error 5.700000 %
epoch 223, minibatch 300/300, validation error 5.700000 %
epoch 224, minibatch 300/300, validation error 5.700000 %
epoch 225, minibatch 300/300, validation error 5.700000 %
epoch 226, minibatch 300/300, validation error 5.700000 %
epoch 227, minibatch 300/300, validation error 5.700000 %
epoch 228, minibatch 300/300, validation error 5.700000 %
epoch 229, minibatch 300/300, validation error 5.700000 %
epoch 230, minibatch 300/300, validation error 5.700000 %
epoch 231, minibatch 300/300, validation error 5.700000 %
epoch 232, minibatch 300/300, validation error 5.700000 %
epoch 233, minibatch 300/300, validation error 5.700000 %
epoch 234, minibatch 300/300, validation error 5.700000 %
epoch 235, minibatch 300/300, validation error 5.700000 %
epoch 236, minibatch 300/300, validation error 5.700000 %
epoch 237, minibatch 300/300, validation error 5.700000 %
epoch 238, minibatch 300/300, validation error 5.700000 %
epoch 239, minibatch 300/300, validation error 5.700000 %
epoch 240, minibatch 300/300, validation error 5.700000 %
epoch 241, minibatch 300/300, validation error 5.700000 %
epoch 242, minibatch 300/300, validation error 5.700000 %
epoch 243, minibatch 300/300, validation error 5.700000 %
epoch 244, minibatch 300/300, validation error 5.700000 %
epoch 245, minibatch 300/300, validation error 5.700000 %
epoch 246, minibatch 300/300, validation error 5.700000 %
epoch 247, minibatch 300/300, validation error 5.700000 %
epoch 248, minibatch 300/300, validation error 5.700000 %
epoch 249, minibatch 300/300, validation error 5.700000 %
epoch 250, minibatch 300/300, validation error 5.700000 %
epoch 251, minibatch 300/300, validation error 5.700000 %
epoch 252, minibatch 300/300, validation error 5.700000 %
epoch 253, minibatch 300/300, validation error 5.700000 %
epoch 254, minibatch 300/300, validation error 5.700000 %
epoch 255, minibatch 300/300, validation error 5.700000 %
epoch 256, minibatch 300/300, validation error 5.700000 %
epoch 257, minibatch 300/300, validation error 5.700000 %
epoch 258, minibatch 300/300, validation error 5.700000 %
epoch 259, minibatch 300/300, validation error 5.700000 %
epoch 260, minibatch 300/300, validation error 5.700000 %
epoch 261, minibatch 300/300, validation error 5.700000 %
epoch 262, minibatch 300/300, validation error 5.700000 %
epoch 263, minibatch 300/300, validation error 5.700000 %
epoch 264, minibatch 300/300, validation error 5.700000 %
epoch 265, minibatch 300/300, validation error 5.700000 %
epoch 266, minibatch 300/300, validation error 5.700000 %
epoch 267, minibatch 300/300, validation error 5.700000 %
epoch 268, minibatch 300/300, validation error 5.700000 %
epoch 269, minibatch 300/300, validation error 5.700000 %
epoch 270, minibatch 300/300, validation error 5.700000 %
epoch 271, minibatch 300/300, validation error 5.700000 %
epoch 272, minibatch 300/300, validation error 5.700000 %
epoch 273, minibatch 300/300, validation error 5.700000 %
epoch 274, minibatch 300/300, validation error 5.700000 %
epoch 275, minibatch 300/300, validation error 5.700000 %
epoch 276, minibatch 300/300, validation error 5.700000 %
epoch 277, minibatch 300/300, validation error 5.700000 %
epoch 278, minibatch 300/300, validation error 5.700000 %
epoch 279, minibatch 300/300, validation error 5.700000 %
epoch 280, minibatch 300/300, validation error 5.700000 %
epoch 281, minibatch 300/300, validation error 5.700000 %
epoch 282, minibatch 300/300, validation error 5.700000 %
epoch 283, minibatch 300/300, validation error 5.700000 %
epoch 284, minibatch 300/300, validation error 5.700000 %
epoch 285, minibatch 300/300, validation error 5.700000 %
epoch 286, minibatch 300/300, validation error 5.700000 %
epoch 287, minibatch 300/300, validation error 5.700000 %
epoch 288, minibatch 300/300, validation error 5.700000 %
epoch 289, minibatch 300/300, validation error 5.700000 %
epoch 290, minibatch 300/300, validation error 5.700000 %
epoch 291, minibatch 300/300, validation error 5.700000 %
epoch 292, minibatch 300/300, validation error 5.700000 %
epoch 293, minibatch 300/300, validation error 5.700000 %
epoch 294, minibatch 300/300, validation error 5.700000 %
epoch 295, minibatch 300/300, validation error 5.700000 %
epoch 296, minibatch 300/300, validation error 5.700000 %
epoch 297, minibatch 300/300, validation error 5.700000 %
epoch 298, minibatch 300/300, validation error 5.700000 %
epoch 299, minibatch 300/300, validation error 5.700000 %
epoch 300, minibatch 300/300, validation error 5.700000 %
epoch 301, minibatch 300/300, validation error 5.700000 %
epoch 302, minibatch 300/300, validation error 5.700000 %
epoch 303, minibatch 300/300, validation error 5.700000 %
epoch 304, minibatch 300/300, validation error 5.700000 %
epoch 305, minibatch 300/300, validation error 5.700000 %
epoch 306, minibatch 300/300, validation error 5.700000 %
epoch 307, minibatch 300/300, validation error 5.700000 %
epoch 308, minibatch 300/300, validation error 5.700000 %
epoch 309, minibatch 300/300, validation error 5.700000 %
epoch 310, minibatch 300/300, validation error 5.700000 %
epoch 311, minibatch 300/300, validation error 5.700000 %
epoch 312, minibatch 300/300, validation error 5.700000 %
epoch 313, minibatch 300/300, validation error 5.700000 %
epoch 314, minibatch 300/300, validation error 5.700000 %
epoch 315, minibatch 300/300, validation error 5.700000 %
epoch 316, minibatch 300/300, validation error 5.700000 %
epoch 317, minibatch 300/300, validation error 5.700000 %
epoch 318, minibatch 300/300, validation error 5.700000 %
epoch 319, minibatch 300/300, validation error 5.700000 %
epoch 320, minibatch 300/300, validation error 5.700000 %
epoch 321, minibatch 300/300, validation error 5.700000 %
epoch 322, minibatch 300/300, validation error 5.700000 %
epoch 323, minibatch 300/300, validation error 5.700000 %
epoch 324, minibatch 300/300, validation error 5.700000 %
epoch 325, minibatch 300/300, validation error 5.700000 %
epoch 326, minibatch 300/300, validation error 5.700000 %
epoch 327, minibatch 300/300, validation error 5.700000 %
epoch 328, minibatch 300/300, validation error 5.700000 %
epoch 329, minibatch 300/300, validation error 5.700000 %
epoch 330, minibatch 300/300, validation error 5.700000 %
epoch 331, minibatch 300/300, validation error 5.700000 %
epoch 332, minibatch 300/300, validation error 5.700000 %
epoch 333, minibatch 300/300, validation error 5.700000 %
epoch 334, minibatch 300/300, validation error 5.700000 %
epoch 335, minibatch 300/300, validation error 5.700000 %
epoch 336, minibatch 300/300, validation error 5.700000 %
epoch 337, minibatch 300/300, validation error 5.700000 %
Optimization complete with best validation score of 5.700000 %, obtained at iteration 50700, with test performance 7.100000 %
The fine tuning code for file dbn_loop.pyc ran for 4.28m


==========Sample Size: (4000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -142.452370701
Pre-training layer 0, epoch 0, representative training free energy -549.823452026
Pre-training layer 0, epoch 0, validation free energy -547.664627228
Pre-training layer 0, epoch 1, cost -111.174816475
Pre-training layer 0, epoch 2, cost -103.112398357
Pre-training layer 0, epoch 3, cost -98.2328974533
Pre-training layer 0, epoch 4, cost -94.8380142212
Pre-training layer 0, epoch 5, cost -92.6447031021
Pre-training layer 0, epoch 5, representative training free energy -489.741098694
Pre-training layer 0, epoch 5, validation free energy -486.50789035
Pre-training layer 0, epoch 6, cost -90.7870099258
Pre-training layer 0, epoch 7, cost -89.3381396866
Pre-training layer 0, epoch 8, cost -87.9828626251
Pre-training layer 0, epoch 9, cost -87.044938488
Pre-training layer 0, epoch 10, cost -86.062218008
Pre-training layer 0, epoch 10, representative training free energy -463.359261414
Pre-training layer 0, epoch 10, validation free energy -458.964951843
Pre-training layer 0, epoch 11, cost -85.3773506355
Pre-training layer 0, epoch 12, cost -84.776538868
Pre-training layer 0, epoch 13, cost -84.031014967
Pre-training layer 0, epoch 14, cost -83.4369634438
Pre-training layer 0, epoch 15, cost -82.7404147816
Pre-training layer 0, epoch 15, representative training free energy -454.529961914
Pre-training layer 0, epoch 15, validation free energy -449.162814362
Pre-training layer 0, epoch 16, cost -82.2997593307
Pre-training layer 0, epoch 17, cost -82.0193864155
Pre-training layer 0, epoch 18, cost -81.6879644012
Pre-training layer 0, epoch 19, cost -81.1883974361
Pre-training layer 0, epoch 20, cost -80.8317415714
Pre-training layer 0, epoch 20, representative training free energy -445.771438873
Pre-training layer 0, epoch 20, validation free energy -440.701342377
Pre-training layer 0, epoch 21, cost -80.6095152283
Pre-training layer 0, epoch 22, cost -80.2074804688
Pre-training layer 0, epoch 23, cost -79.9021145439
Pre-training layer 0, epoch 24, cost -79.6719746304
Pre-training layer 0, epoch 25, cost -79.488828764
Pre-training layer 0, epoch 25, representative training free energy -439.096703094
Pre-training layer 0, epoch 25, validation free energy -433.078550201
Pre-training layer 0, epoch 26, cost -79.0614862347
Pre-training layer 0, epoch 27, cost -79.0131433105
Pre-training layer 0, epoch 28, cost -78.9178132343
Pre-training layer 0, epoch 29, cost -78.6449839687
Pre-training layer 0, epoch 30, cost -78.2431401634
Pre-training layer 0, epoch 30, representative training free energy -437.422774445
Pre-training layer 0, epoch 30, validation free energy -430.861168121
Pre-training layer 0, epoch 31, cost -78.1035727501
Pre-training layer 0, epoch 32, cost -78.0058252239
Pre-training layer 0, epoch 33, cost -77.7108917618
Pre-training layer 0, epoch 34, cost -77.6162019634
Pre-training layer 0, epoch 35, cost -77.3950459099
Pre-training layer 0, epoch 35, representative training free energy -430.216882324
Pre-training layer 0, epoch 35, validation free energy -424.601089264
Pre-training layer 0, epoch 36, cost -77.1144544125
Pre-training layer 0, epoch 37, cost -76.9970152569
Pre-training layer 0, epoch 38, cost -76.983923378
Pre-training layer 0, epoch 39, cost -76.8102067375
Pre-training layer 0, epoch 40, cost -76.7857614422
Pre-training layer 0, epoch 40, representative training free energy -430.997902313
Pre-training layer 0, epoch 40, validation free energy -424.075710052
Pre-training layer 0, epoch 41, cost -76.564783287
Pre-training layer 0, epoch 42, cost -76.3418405819
Pre-training layer 0, epoch 43, cost -76.4081572056
Pre-training layer 0, epoch 44, cost -76.104199419
Pre-training layer 0, epoch 45, cost -76.0544278622
Pre-training layer 0, epoch 45, representative training free energy -426.687574799
Pre-training layer 0, epoch 45, validation free energy -419.599572723
Pre-training layer 0, epoch 46, cost -75.9490811253
Pre-training layer 0, epoch 47, cost -75.7565906143
Pre-training layer 0, epoch 48, cost -75.6148116207
Pre-training layer 0, epoch 49, cost -75.626960144
Pre-training layer 0, epoch 50, cost -75.4756722641
