_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
epoch 11, minibatch 200/200, validation error 8.100000 %
epoch 12, minibatch 200/200, validation error 8.200000 %
epoch 13, minibatch 200/200, validation error 8.000000 %
     epoch 13, minibatch 200/200, test error of best model 7.500000 %
epoch 14, minibatch 200/200, validation error 7.800000 %
     epoch 14, minibatch 200/200, test error of best model 7.300000 %
epoch 15, minibatch 200/200, validation error 7.800000 %
epoch 16, minibatch 200/200, validation error 7.700000 %
     epoch 16, minibatch 200/200, test error of best model 7.200000 %
epoch 17, minibatch 200/200, validation error 7.600000 %
     epoch 17, minibatch 200/200, test error of best model 7.200000 %
epoch 18, minibatch 200/200, validation error 7.700000 %
epoch 19, minibatch 200/200, validation error 7.600000 %
epoch 20, minibatch 200/200, validation error 7.500000 %
     epoch 20, minibatch 200/200, test error of best model 7.100000 %
epoch 21, minibatch 200/200, validation error 7.400000 %
     epoch 21, minibatch 200/200, test error of best model 7.100000 %
epoch 22, minibatch 200/200, validation error 7.500000 %
epoch 23, minibatch 200/200, validation error 7.400000 %
epoch 24, minibatch 200/200, validation error 7.400000 %
epoch 25, minibatch 200/200, validation error 7.400000 %
epoch 26, minibatch 200/200, validation error 7.400000 %
epoch 27, minibatch 200/200, validation error 7.400000 %
epoch 28, minibatch 200/200, validation error 7.400000 %
epoch 29, minibatch 200/200, validation error 7.400000 %
epoch 30, minibatch 200/200, validation error 7.400000 %
epoch 31, minibatch 200/200, validation error 7.400000 %
epoch 32, minibatch 200/200, validation error 7.400000 %
epoch 33, minibatch 200/200, validation error 7.400000 %
epoch 34, minibatch 200/200, validation error 7.400000 %
epoch 35, minibatch 200/200, validation error 7.400000 %
epoch 36, minibatch 200/200, validation error 7.300000 %
     epoch 36, minibatch 200/200, test error of best model 6.800000 %
epoch 37, minibatch 200/200, validation error 7.300000 %
epoch 38, minibatch 200/200, validation error 7.300000 %
epoch 39, minibatch 200/200, validation error 7.300000 %
epoch 40, minibatch 200/200, validation error 7.200000 %
     epoch 40, minibatch 200/200, test error of best model 6.800000 %
epoch 41, minibatch 200/200, validation error 7.200000 %
epoch 42, minibatch 200/200, validation error 7.200000 %
epoch 43, minibatch 200/200, validation error 7.200000 %
epoch 44, minibatch 200/200, validation error 7.200000 %
epoch 45, minibatch 200/200, validation error 7.200000 %
epoch 46, minibatch 200/200, validation error 7.200000 %
epoch 47, minibatch 200/200, validation error 7.200000 %
epoch 48, minibatch 200/200, validation error 7.200000 %
epoch 49, minibatch 200/200, validation error 7.200000 %
epoch 50, minibatch 200/200, validation error 7.200000 %
epoch 51, minibatch 200/200, validation error 7.200000 %
epoch 52, minibatch 200/200, validation error 7.200000 %
epoch 53, minibatch 200/200, validation error 7.200000 %
epoch 54, minibatch 200/200, validation error 7.200000 %
epoch 55, minibatch 200/200, validation error 7.200000 %
epoch 56, minibatch 200/200, validation error 7.200000 %
epoch 57, minibatch 200/200, validation error 7.200000 %
epoch 58, minibatch 200/200, validation error 7.200000 %
epoch 59, minibatch 200/200, validation error 7.200000 %
epoch 60, minibatch 200/200, validation error 7.200000 %
epoch 61, minibatch 200/200, validation error 7.200000 %
epoch 62, minibatch 200/200, validation error 7.200000 %
epoch 63, minibatch 200/200, validation error 7.200000 %
epoch 64, minibatch 200/200, validation error 7.200000 %
epoch 65, minibatch 200/200, validation error 7.100000 %
     epoch 65, minibatch 200/200, test error of best model 6.800000 %
epoch 66, minibatch 200/200, validation error 7.100000 %
epoch 67, minibatch 200/200, validation error 7.100000 %
epoch 68, minibatch 200/200, validation error 7.200000 %
epoch 69, minibatch 200/200, validation error 7.200000 %
epoch 70, minibatch 200/200, validation error 7.200000 %
epoch 71, minibatch 200/200, validation error 7.200000 %
epoch 72, minibatch 200/200, validation error 7.200000 %
epoch 73, minibatch 200/200, validation error 7.200000 %
epoch 74, minibatch 200/200, validation error 7.100000 %
epoch 75, minibatch 200/200, validation error 7.100000 %
epoch 76, minibatch 200/200, validation error 7.100000 %
epoch 77, minibatch 200/200, validation error 7.100000 %
epoch 78, minibatch 200/200, validation error 7.000000 %
     epoch 78, minibatch 200/200, test error of best model 6.900000 %
epoch 79, minibatch 200/200, validation error 7.000000 %
epoch 80, minibatch 200/200, validation error 7.000000 %
epoch 81, minibatch 200/200, validation error 6.900000 %
     epoch 81, minibatch 200/200, test error of best model 6.700000 %
epoch 82, minibatch 200/200, validation error 6.900000 %
epoch 83, minibatch 200/200, validation error 6.900000 %
epoch 84, minibatch 200/200, validation error 6.900000 %
epoch 85, minibatch 200/200, validation error 6.800000 %
     epoch 85, minibatch 200/200, test error of best model 6.700000 %
epoch 86, minibatch 200/200, validation error 6.800000 %
epoch 87, minibatch 200/200, validation error 6.800000 %
epoch 88, minibatch 200/200, validation error 6.800000 %
epoch 89, minibatch 200/200, validation error 6.800000 %
epoch 90, minibatch 200/200, validation error 6.800000 %
epoch 91, minibatch 200/200, validation error 6.800000 %
epoch 92, minibatch 200/200, validation error 6.800000 %
epoch 93, minibatch 200/200, validation error 6.800000 %
epoch 94, minibatch 200/200, validation error 6.800000 %
epoch 95, minibatch 200/200, validation error 6.800000 %
epoch 96, minibatch 200/200, validation error 6.800000 %
epoch 97, minibatch 200/200, validation error 6.800000 %
epoch 98, minibatch 200/200, validation error 6.800000 %
epoch 99, minibatch 200/200, validation error 6.800000 %
epoch 100, minibatch 200/200, validation error 6.800000 %
epoch 101, minibatch 200/200, validation error 6.800000 %
epoch 102, minibatch 200/200, validation error 6.800000 %
epoch 103, minibatch 200/200, validation error 6.800000 %
epoch 104, minibatch 200/200, validation error 6.700000 %
     epoch 104, minibatch 200/200, test error of best model 6.700000 %
epoch 105, minibatch 200/200, validation error 6.700000 %
epoch 106, minibatch 200/200, validation error 6.700000 %
epoch 107, minibatch 200/200, validation error 6.700000 %
epoch 108, minibatch 200/200, validation error 6.700000 %
epoch 109, minibatch 200/200, validation error 6.700000 %
epoch 110, minibatch 200/200, validation error 6.700000 %
epoch 111, minibatch 200/200, validation error 6.700000 %
epoch 112, minibatch 200/200, validation error 6.700000 %
epoch 113, minibatch 200/200, validation error 6.700000 %
epoch 114, minibatch 200/200, validation error 6.700000 %
epoch 115, minibatch 200/200, validation error 6.700000 %
epoch 116, minibatch 200/200, validation error 6.700000 %
epoch 117, minibatch 200/200, validation error 6.700000 %
epoch 118, minibatch 200/200, validation error 6.700000 %
epoch 119, minibatch 200/200, validation error 6.700000 %
epoch 120, minibatch 200/200, validation error 6.700000 %
epoch 121, minibatch 200/200, validation error 6.700000 %
epoch 122, minibatch 200/200, validation error 6.700000 %
epoch 123, minibatch 200/200, validation error 6.700000 %
epoch 124, minibatch 200/200, validation error 6.700000 %
epoch 125, minibatch 200/200, validation error 6.700000 %
epoch 126, minibatch 200/200, validation error 6.700000 %
epoch 127, minibatch 200/200, validation error 6.700000 %
epoch 128, minibatch 200/200, validation error 6.700000 %
epoch 129, minibatch 200/200, validation error 6.700000 %
epoch 130, minibatch 200/200, validation error 6.700000 %
epoch 131, minibatch 200/200, validation error 6.700000 %
epoch 132, minibatch 200/200, validation error 6.700000 %
epoch 133, minibatch 200/200, validation error 6.700000 %
epoch 134, minibatch 200/200, validation error 6.700000 %
epoch 135, minibatch 200/200, validation error 6.700000 %
epoch 136, minibatch 200/200, validation error 6.700000 %
epoch 137, minibatch 200/200, validation error 6.700000 %
epoch 138, minibatch 200/200, validation error 6.700000 %
epoch 139, minibatch 200/200, validation error 6.700000 %
epoch 140, minibatch 200/200, validation error 6.700000 %
epoch 141, minibatch 200/200, validation error 6.700000 %
epoch 142, minibatch 200/200, validation error 6.700000 %
epoch 143, minibatch 200/200, validation error 6.800000 %
epoch 144, minibatch 200/200, validation error 6.800000 %
epoch 145, minibatch 200/200, validation error 6.800000 %
epoch 146, minibatch 200/200, validation error 6.800000 %
epoch 147, minibatch 200/200, validation error 6.800000 %
epoch 148, minibatch 200/200, validation error 6.800000 %
epoch 149, minibatch 200/200, validation error 6.800000 %
epoch 150, minibatch 200/200, validation error 6.800000 %
epoch 151, minibatch 200/200, validation error 6.800000 %
epoch 152, minibatch 200/200, validation error 6.800000 %
epoch 153, minibatch 200/200, validation error 6.800000 %
epoch 154, minibatch 200/200, validation error 6.800000 %
epoch 155, minibatch 200/200, validation error 6.800000 %
epoch 156, minibatch 200/200, validation error 6.800000 %
epoch 157, minibatch 200/200, validation error 6.700000 %
     epoch 157, minibatch 200/200, test error of best model 6.500000 %
epoch 158, minibatch 200/200, validation error 6.700000 %
epoch 159, minibatch 200/200, validation error 6.700000 %
epoch 160, minibatch 200/200, validation error 6.700000 %
epoch 161, minibatch 200/200, validation error 6.700000 %
epoch 162, minibatch 200/200, validation error 6.700000 %
epoch 163, minibatch 200/200, validation error 6.700000 %
epoch 164, minibatch 200/200, validation error 6.700000 %
epoch 165, minibatch 200/200, validation error 6.800000 %
epoch 166, minibatch 200/200, validation error 6.800000 %
epoch 167, minibatch 200/200, validation error 6.800000 %
epoch 168, minibatch 200/200, validation error 6.800000 %
epoch 169, minibatch 200/200, validation error 6.800000 %
epoch 170, minibatch 200/200, validation error 6.800000 %
epoch 171, minibatch 200/200, validation error 6.800000 %
epoch 172, minibatch 200/200, validation error 6.800000 %
epoch 173, minibatch 200/200, validation error 6.800000 %
epoch 174, minibatch 200/200, validation error 6.800000 %
epoch 175, minibatch 200/200, validation error 6.800000 %
epoch 176, minibatch 200/200, validation error 6.800000 %
epoch 177, minibatch 200/200, validation error 6.800000 %
epoch 178, minibatch 200/200, validation error 6.800000 %
epoch 179, minibatch 200/200, validation error 6.800000 %
epoch 180, minibatch 200/200, validation error 6.800000 %
epoch 181, minibatch 200/200, validation error 6.800000 %
epoch 182, minibatch 200/200, validation error 6.800000 %
epoch 183, minibatch 200/200, validation error 6.800000 %
epoch 184, minibatch 200/200, validation error 6.800000 %
epoch 185, minibatch 200/200, validation error 6.800000 %
epoch 186, minibatch 200/200, validation error 6.800000 %
epoch 187, minibatch 200/200, validation error 6.800000 %
epoch 188, minibatch 200/200, validation error 6.800000 %
epoch 189, minibatch 200/200, validation error 6.900000 %
epoch 190, minibatch 200/200, validation error 6.900000 %
epoch 191, minibatch 200/200, validation error 6.900000 %
epoch 192, minibatch 200/200, validation error 6.900000 %
epoch 193, minibatch 200/200, validation error 6.900000 %
epoch 194, minibatch 200/200, validation error 6.900000 %
epoch 195, minibatch 200/200, validation error 6.900000 %
epoch 196, minibatch 200/200, validation error 6.900000 %
epoch 197, minibatch 200/200, validation error 6.900000 %
epoch 198, minibatch 200/200, validation error 6.900000 %
epoch 199, minibatch 200/200, validation error 6.900000 %
epoch 200, minibatch 200/200, validation error 6.900000 %
epoch 201, minibatch 200/200, validation error 6.800000 %
epoch 202, minibatch 200/200, validation error 6.800000 %
epoch 203, minibatch 200/200, validation error 6.800000 %
epoch 204, minibatch 200/200, validation error 6.800000 %
epoch 205, minibatch 200/200, validation error 6.800000 %
epoch 206, minibatch 200/200, validation error 6.800000 %
epoch 207, minibatch 200/200, validation error 6.800000 %
Optimization complete with best validation score of 6.700000 %, obtained at iteration 31400, with test performance 6.500000 %
The fine tuning code for file dbn_loop.pyc ran for 1.98m


==========Sample Size: (3000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -130.457106374
Pre-training layer 0, epoch 0, representative training free energy -253.701166397
Pre-training layer 0, epoch 0, validation free energy -249.184665146
Pre-training layer 0, epoch 1, cost -100.759442596
Pre-training layer 0, epoch 2, cost -94.1955723317
Pre-training layer 0, epoch 3, cost -90.4022977448
Pre-training layer 0, epoch 4, cost -87.8805678558
Pre-training layer 0, epoch 5, cost -86.0170862961
Pre-training layer 0, epoch 5, representative training free energy -257.582848251
Pre-training layer 0, epoch 5, validation free energy -247.721854248
Pre-training layer 0, epoch 6, cost -84.6388477198
Pre-training layer 0, epoch 7, cost -83.3275771968
Pre-training layer 0, epoch 8, cost -82.2315790049
Pre-training layer 0, epoch 9, cost -81.4089635086
Pre-training layer 0, epoch 10, cost -80.5142219162
Pre-training layer 0, epoch 10, representative training free energy -261.213701141
Pre-training layer 0, epoch 10, validation free energy -250.311957794
Pre-training layer 0, epoch 11, cost -79.9189721171
Pre-training layer 0, epoch 12, cost -79.3184778214
Pre-training layer 0, epoch 13, cost -78.735686353
Pre-training layer 0, epoch 14, cost -78.2652773921
Pre-training layer 0, epoch 15, cost -77.7946444448
Pre-training layer 0, epoch 15, representative training free energy -263.287492661
Pre-training layer 0, epoch 15, validation free energy -252.308988373
Pre-training layer 0, epoch 16, cost -77.4516129049
Pre-training layer 0, epoch 17, cost -77.057345988
Pre-training layer 0, epoch 18, cost -76.7548713938
Pre-training layer 0, epoch 19, cost -76.5065718079
Pre-training layer 0, epoch 20, cost -76.2109805425
Pre-training layer 0, epoch 20, representative training free energy -264.808102676
Pre-training layer 0, epoch 20, validation free energy -251.52892482
Pre-training layer 0, epoch 21, cost -75.8499693807
Pre-training layer 0, epoch 22, cost -75.5621707153
Pre-training layer 0, epoch 23, cost -75.316478653
Pre-training layer 0, epoch 24, cost -75.0912827555
Pre-training layer 0, epoch 25, cost -74.76819163
Pre-training layer 0, epoch 25, representative training free energy -260.384964676
Pre-training layer 0, epoch 25, validation free energy -247.016632706
Pre-training layer 0, epoch 26, cost -74.5960474904
Pre-training layer 0, epoch 27, cost -74.3908981196
Pre-training layer 0, epoch 28, cost -74.0847261047
Pre-training layer 0, epoch 29, cost -74.1221952184
Pre-training layer 0, epoch 30, cost -73.7440850703
Pre-training layer 0, epoch 30, representative training free energy -258.735904282
Pre-training layer 0, epoch 30, validation free energy -244.103842682
Pre-training layer 0, epoch 31, cost -73.8022044373
Pre-training layer 0, epoch 32, cost -73.5128057226
Pre-training layer 0, epoch 33, cost -73.3334994888
Pre-training layer 0, epoch 34, cost -73.239197998
Pre-training layer 0, epoch 35, cost -73.201126442
Pre-training layer 0, epoch 35, representative training free energy -260.955931442
Pre-training layer 0, epoch 35, validation free energy -245.601387665
Pre-training layer 0, epoch 36, cost -72.9053398132
Pre-training layer 0, epoch 37, cost -72.767177213
Pre-training layer 0, epoch 38, cost -72.590825119
Pre-training layer 0, epoch 39, cost -72.5384334183
Pre-training layer 0, epoch 40, cost -72.3973220571
Pre-training layer 0, epoch 40, representative training free energy -257.6481978
Pre-training layer 0, epoch 40, validation free energy -240.195803314
Pre-training layer 0, epoch 41, cost -72.2060931269
Pre-training layer 0, epoch 42, cost -72.2895516968
Pre-training layer 0, epoch 43, cost -72.0039807638
Pre-training layer 0, epoch 44, cost -71.9335999171
Pre-training layer 0, epoch 45, cost -71.8181618881
Pre-training layer 0, epoch 45, representative training free energy -259.216668747
Pre-training layer 0, epoch 45, validation free energy -242.786721268
Pre-training layer 0, epoch 46, cost -71.7170319875
Pre-training layer 0, epoch 47, cost -71.5602802658
Pre-training layer 0, epoch 48, cost -71.4442291768
Pre-training layer 0, epoch 49, cost -71.4613112768
Pre-training layer 0, epoch 50, cost -71.2845987829
Pre-training layer 0, epoch 50, representative training free energy -256.890034668
Pre-training layer 0, epoch 50, validation free energy -237.881999023
Pre-training layer 0, epoch 51, cost -71.1688852692
Pre-training layer 0, epoch 52, cost -71.1921099472
Pre-training layer 0, epoch 53, cost -71.0490930303
Pre-training layer 0, epoch 54, cost -70.8300012843
Pre-training layer 0, epoch 55, cost -70.7354621506
Pre-training layer 0, epoch 55, representative training free energy -254.14368335
Pre-training layer 0, epoch 55, validation free energy -236.509003838
Pre-training layer 0, epoch 56, cost -70.6821281942
Pre-training layer 0, epoch 57, cost -70.5850551987
Pre-training layer 0, epoch 58, cost -70.5796134822
Pre-training layer 0, epoch 59, cost -70.485265096
Pre-training layer 0, epoch 60, cost -70.3983227412
Pre-training layer 0, epoch 60, representative training free energy -254.786907791
Pre-training layer 0, epoch 60, validation free energy -235.058379478
Pre-training layer 0, epoch 61, cost -70.2500815964
Pre-training layer 0, epoch 62, cost -70.2935275904
Pre-training layer 0, epoch 63, cost -70.1002012889
Pre-training layer 0, epoch 64, cost -70.2083313115
Pre-training layer 0, epoch 65, cost -70.1009945552
Pre-training layer 0, epoch 65, representative training free energy -251.583278564
Pre-training layer 0, epoch 65, validation free energy -231.751060089
Pre-training layer 0, epoch 66, cost -69.9704102325
Pre-training layer 0, epoch 67, cost -69.9740357335
Pre-training layer 0, epoch 68, cost -69.8304978561
Pre-training layer 0, epoch 69, cost -69.7847241974
Pre-training layer 0, epoch 70, cost -69.8266434606
Pre-training layer 0, epoch 70, representative training free energy -252.021476196
Pre-training layer 0, epoch 70, validation free energy -232.295924072
Pre-training layer 0, epoch 71, cost -69.614331042
Pre-training layer 0, epoch 72, cost -69.5503130341
Pre-training layer 0, epoch 73, cost -69.5225721359
Pre-training layer 0, epoch 74, cost -69.3943703334
Pre-training layer 0, epoch 75, cost -69.3666141129
Pre-training layer 0, epoch 75, representative training free energy -255.569307251
Pre-training layer 0, epoch 75, validation free energy -235.971547379
Pre-training layer 0, epoch 76, cost -69.2500133769
Pre-training layer 0, epoch 77, cost -69.3368068822
Pre-training layer 0, epoch 78, cost -69.1579774475
Pre-training layer 0, epoch 79, cost -69.1104744339
Pre-training layer 0, epoch 80, cost -69.1394322586
Pre-training layer 0, epoch 80, representative training free energy -248.606270035
Pre-training layer 0, epoch 80, validation free energy -228.903839874
Pre-training layer 0, epoch 81, cost -69.0898702113
Pre-training layer 0, epoch 82, cost -69.0145369848
Pre-training layer 0, epoch 83, cost -69.0048477046
Pre-training layer 0, epoch 84, cost -68.7870097097
Pre-training layer 0, epoch 85, cost -68.7463022486
Pre-training layer 0, epoch 85, representative training free energy -252.119967148
Pre-training layer 0, epoch 85, validation free energy -230.113196648
Pre-training layer 0, epoch 86, cost -68.6913195546
Pre-training layer 0, epoch 87, cost -68.7362599182
Pre-training layer 0, epoch 88, cost -68.63327432
Pre-training layer 0, epoch 89, cost -68.4794072723
Pre-training layer 0, epoch 90, cost -68.502607638
Pre-training layer 0, epoch 90, representative training free energy -246.867291351
Pre-training layer 0, epoch 90, validation free energy -225.126568939
Pre-training layer 0, epoch 91, cost -68.4803681691
Pre-training layer 0, epoch 92, cost -68.4316639201
Pre-training layer 0, epoch 93, cost -68.3753066889
Pre-training layer 0, epoch 94, cost -68.3301925278
Pre-training layer 0, epoch 95, cost -68.3151770147
Pre-training layer 0, epoch 95, representative training free energy -246.467987335
Pre-training layer 0, epoch 95, validation free energy -224.334553009
Pre-training layer 0, epoch 96, cost -68.1092105484
Pre-training layer 0, epoch 97, cost -68.1969716136
Pre-training layer 0, epoch 98, cost -68.0677465057
Pre-training layer 0, epoch 99, cost -68.0826080958
Pre-training layer 1, epoch 0, cost -130.18102651
Pre-training layer 1, epoch 0, representative training free energy -287882.028063
Pre-training layer 1, epoch 0, validation free energy -285461.572133
Pre-training layer 1, epoch 1, cost -100.6669664
Pre-training layer 1, epoch 2, cost -93.0669431305
Pre-training layer 1, epoch 3, cost -88.7505685552
Pre-training layer 1, epoch 4, cost -85.6324637604
Pre-training layer 1, epoch 5, cost -83.4139204661
Pre-training layer 1, epoch 5, representative training free energy -371909.193109
Pre-training layer 1, epoch 5, validation free energy -368382.616859
Pre-training layer 1, epoch 6, cost -81.7233732351
Pre-training layer 1, epoch 7, cost -80.3839972941
Pre-training layer 1, epoch 8, cost -79.123599205
Pre-training layer 1, epoch 9, cost -78.06644605
Pre-training layer 1, epoch 10, cost -77.3000203705
Pre-training layer 1, epoch 10, representative training free energy -411438.912984
Pre-training layer 1, epoch 10, validation free energy -407481.999578
Pre-training layer 1, epoch 11, cost -76.5229828262
Pre-training layer 1, epoch 12, cost -75.9026858012
Pre-training layer 1, epoch 13, cost -75.3624785105
Pre-training layer 1, epoch 14, cost -74.6991250992
Pre-training layer 1, epoch 15, cost -74.1810436757
Pre-training layer 1, epoch 15, representative training free energy -439069.269906
Pre-training layer 1, epoch 15, validation free energy -435010.138656
Pre-training layer 1, epoch 16, cost -73.8422826131
Pre-training layer 1, epoch 17, cost -73.324009196
Pre-training layer 1, epoch 18, cost -73.0003598913
Pre-training layer 1, epoch 19, cost -72.6743220393
Pre-training layer 1, epoch 20, cost -72.268093427
Pre-training layer 1, epoch 20, representative training free energy -461460.91275
Pre-training layer 1, epoch 20, validation free energy -457211.295859
Pre-training layer 1, epoch 21, cost -71.9987263616
Pre-training layer 1, epoch 22, cost -71.7116784414
Pre-training layer 1, epoch 23, cost -71.4528718058
Pre-training layer 1, epoch 24, cost -71.1235337194
Pre-training layer 1, epoch 25, cost -71.0035814158
Pre-training layer 1, epoch 25, representative training free energy -479815.884469
Pre-training layer 1, epoch 25, validation free energy -475398.959203
Pre-training layer 1, epoch 26, cost -70.7038745753
Pre-training layer 1, epoch 27, cost -70.5357486089
Pre-training layer 1, epoch 28, cost -70.2887061818
Pre-training layer 1, epoch 29, cost -70.1631405512
Pre-training layer 1, epoch 30, cost -69.941439387
Pre-training layer 1, epoch 30, representative training free energy -494937.682484
Pre-training layer 1, epoch 30, validation free energy -490448.455781
Pre-training layer 1, epoch 31, cost -69.8411730957
Pre-training layer 1, epoch 32, cost -69.5201273982
Pre-training layer 1, epoch 33, cost -69.5857978821
Pre-training layer 1, epoch 34, cost -69.3624418386
Pre-training layer 1, epoch 35, cost -69.1580197016
Pre-training layer 1, epoch 35, representative training free energy -508032.214547
Pre-training layer 1, epoch 35, validation free energy -503405.159625
Pre-training layer 1, epoch 36, cost -68.9808514404
Pre-training layer 1, epoch 37, cost -68.8798236847
Pre-training layer 1, epoch 38, cost -68.7113833872
Pre-training layer 1, epoch 39, cost -68.632970492
Pre-training layer 1, epoch 40, cost -68.5259941864
Pre-training layer 1, epoch 40, representative training free energy -521208.228328
Pre-training layer 1, epoch 40, validation free energy -516500.273047
Pre-training layer 1, epoch 41, cost -68.3199069087
Pre-training layer 1, epoch 42, cost -68.3056019084
Pre-training layer 1, epoch 43, cost -68.3073979187
Pre-training layer 1, epoch 44, cost -68.0651897176
Pre-training layer 1, epoch 45, cost -67.9569957097
Pre-training layer 1, epoch 45, representative training free energy -531788.385984
Pre-training layer 1, epoch 45, validation free energy -527001.452531
Pre-training layer 1, epoch 46, cost -67.9305167007
Pre-training layer 1, epoch 47, cost -67.6643911362
Pre-training layer 1, epoch 48, cost -67.7906024551
Pre-training layer 1, epoch 49, cost -67.5615410614
Pre-training layer 1, epoch 50, cost -67.5059462357
Pre-training layer 1, epoch 50, representative training free energy -541893.201562
Pre-training layer 1, epoch 50, validation free energy -537047.134031
Pre-training layer 1, epoch 51, cost -67.4487170156
Pre-training layer 1, epoch 52, cost -67.3813294856
Pre-training layer 1, epoch 53, cost -67.3281124878
Pre-training layer 1, epoch 54, cost -67.2455988312
Pre-training layer 1, epoch 55, cost -67.1186977514
Pre-training layer 1, epoch 55, representative training free energy -550733.456828
Pre-training layer 1, epoch 55, validation free energy -545816.16225
Pre-training layer 1, epoch 56, cost -67.1527927907
Pre-training layer 1, epoch 57, cost -66.9455780665
Pre-training layer 1, epoch 58, cost -66.9901174672
Pre-training layer 1, epoch 59, cost -66.8866464615
Pre-training layer 1, epoch 60, cost -66.8653522682
Pre-training layer 1, epoch 60, representative training free energy -558841.120891
Pre-training layer 1, epoch 60, validation free energy -553792.888109
Pre-training layer 1, epoch 61, cost -66.7660101318
Pre-training layer 1, epoch 62, cost -66.7174883652
Pre-training layer 1, epoch 63, cost -66.6202578227
Pre-training layer 1, epoch 64, cost -66.5016914558
Pre-training layer 1, epoch 65, cost -66.4906698799
Pre-training layer 1, epoch 65, representative training free energy -566918.394156
Pre-training layer 1, epoch 65, validation free energy -561890.008672
Pre-training layer 1, epoch 66, cost -66.5468996302
Pre-training layer 1, epoch 67, cost -66.4318682098
Pre-training layer 1, epoch 68, cost -66.3618268585
Pre-training layer 1, epoch 69, cost -66.3023013496
Pre-training layer 1, epoch 70, cost -66.2738324102
Pre-training layer 1, epoch 70, representative training free energy -573456.503547
Pre-training layer 1, epoch 70, validation free energy -568348.14525
Pre-training layer 1, epoch 71, cost -66.1439440727
Pre-training layer 1, epoch 72, cost -66.0984126345
Pre-training layer 1, epoch 73, cost -66.1352616692
Pre-training layer 1, epoch 74, cost -66.0345562363
Pre-training layer 1, epoch 75, cost -66.0446953011
Pre-training layer 1, epoch 75, representative training free energy -580728.693313
Pre-training layer 1, epoch 75, validation free energy -575632.963
Pre-training layer 1, epoch 76, cost -65.9089366086
Pre-training layer 1, epoch 77, cost -65.8993273417
Pre-training layer 1, epoch 78, cost -65.8785682996
Pre-training layer 1, epoch 79, cost -65.8134892591
Pre-training layer 1, epoch 80, cost -65.7629047521
Pre-training layer 1, epoch 80, representative training free energy -586991.053328
Pre-training layer 1, epoch 80, validation free energy -581813.512953
Pre-training layer 1, epoch 81, cost -65.7504651197
Pre-training layer 1, epoch 82, cost -65.6329366938
Pre-training layer 1, epoch 83, cost -65.6472295507
Pre-training layer 1, epoch 84, cost -65.6855297216
Pre-training layer 1, epoch 85, cost -65.5925532659
Pre-training layer 1, epoch 85, representative training free energy -592869.310797
Pre-training layer 1, epoch 85, validation free energy -587595.818984
Pre-training layer 1, epoch 86, cost -65.5911068789
Pre-training layer 1, epoch 87, cost -65.4749890773
Pre-training layer 1, epoch 88, cost -65.3395075798
Pre-training layer 1, epoch 89, cost -65.3534701093
Pre-training layer 1, epoch 90, cost -65.4316106923
Pre-training layer 1, epoch 90, representative training free energy -598617.121437
Pre-training layer 1, epoch 90, validation free energy -593375.587859
Pre-training layer 1, epoch 91, cost -65.306476148
Pre-training layer 1, epoch 92, cost -65.3200689316
Pre-training layer 1, epoch 93, cost -65.3355018616
Pre-training layer 1, epoch 94, cost -65.2588965034
Pre-training layer 1, epoch 95, cost -65.2621846008
Pre-training layer 1, epoch 95, representative training free energy -603489.915234
Pre-training layer 1, epoch 95, validation free energy -598193.869828
Pre-training layer 1, epoch 96, cost -65.1981006813
Pre-training layer 1, epoch 97, cost -65.2740635872
Pre-training layer 1, epoch 98, cost -65.1270122846
Pre-training layer 1, epoch 99, cost -65.0765209325
Pre-training layer 2, epoch 0, cost -108.377297846
Pre-training layer 2, epoch 0, representative training free energy 28729.0621133
Pre-training layer 2, epoch 0, validation free energy 28428.9378633
Pre-training layer 2, epoch 1, cost -79.1071170171
Pre-training layer 2, epoch 2, cost -72.6328701782
Pre-training layer 2, epoch 3, cost -69.2056170909
Pre-training layer 2, epoch 4, cost -66.9966972224
Pre-training layer 2, epoch 5, cost -65.4224752808
Pre-training layer 2, epoch 5, representative training free energy 98634.4883535
Pre-training layer 2, epoch 5, validation free energy 97768.0824043
Pre-training layer 2, epoch 6, cost -64.1279047139
Pre-training layer 2, epoch 7, cost -63.1062036641
Pre-training layer 2, epoch 8, cost -62.3542089081
Pre-training layer 2, epoch 9, cost -61.5731722641
Pre-training layer 2, epoch 10, cost -61.1465357208
Pre-training layer 2, epoch 10, representative training free energy 137108.290277
Pre-training layer 2, epoch 10, validation free energy 136009.136129
Pre-training layer 2, epoch 11, cost -60.3873211161
Pre-training layer 2, epoch 12, cost -60.1042142741
Pre-training layer 2, epoch 13, cost -59.6028792953
Pre-training layer 2, epoch 14, cost -59.1764878718
Pre-training layer 2, epoch 15, cost -58.7968818919
Pre-training layer 2, epoch 15, representative training free energy 164758.443031
Pre-training layer 2, epoch 15, validation free energy 163498.119434
Pre-training layer 2, epoch 16, cost -58.5118297068
Pre-training layer 2, epoch 17, cost -58.161308581
Pre-training layer 2, epoch 18, cost -58.016983312
Pre-training layer 2, epoch 19, cost -57.6836047999
Pre-training layer 2, epoch 20, cost -57.4366460037
Pre-training layer 2, epoch 20, representative training free energy 184617.228148
Pre-training layer 2, epoch 20, validation free energy 183263.201742
Pre-training layer 2, epoch 21, cost -57.2140395991
